Id,Camera,Angle,Width,Height,Facing
26134,X,201,60,60,X
26135,F,26,117,121,F
26136,F,31,102,96,F
26137,R,59,118,116,F
26138,R,65,104,180,F
26139,F,23,189,174,F
26140,R,65,117,105,F
26141,F,45,239,252,F
26142,F,23,67,75,F
26143,R,57,247,230,F
26144,L,231,89,80,X
26145,L,241,55,51,L
26146,F,18,149,139,F
26147,F,28,76,89,F
26148,X,202,50,60,X
26149,F,23,104,114,F
26150,R,66,80,150,F
26151,F,19,80,72,F
26152,F,24,64,79,F
26153,X,217,60,55,X
26154,L,240,44,61,X
26155,X,218,75,86,X
26156,R,65,178,249,F
26157,F,318,114,132,F
26158,L,246,52,57,X
26159,F,39,179,176,F
26160,L,263,46,72,F
26161,F,38,148,140,F
26162,F,14,68,71,F
26163,F,13,92,91,F
26164,L,247,60,89,X
26165,R,44,260,255,F
26166,R,67,140,197,F
26167,R,71,61,96,F
26168,R,67,117,179,F
26169,R,61,106,110,F
26170,R,70,156,225,F
26171,R,47,188,185,F
26172,R,68,66,112,F
26173,L,225,73,56,X
26174,L,245,86,135,X
26175,L,241,127,130,X
26176,F,22,122,132,F
26177,L,244,43,49,X
26178,L,244,85,99,X
26179,F,42,170,195,F
26180,R,71,100,138,F
26181,F,21,75,75,F
26182,X,229,88,134,X
26183,F,10,50,51,F
26184,L,259,45,108,X
26185,F,23,112,119,F
26186,R,54,247,150,F
26187,X,225,129,119,X
26188,F,31,287,243,F
26189,X,212,75,73,X
26190,F,27,100,101,F
26191,F,26,75,74,F
26192,F,18,93,77,F
26193,L,249,55,98,X
26194,L,250,46,62,X
26195,L,239,59,84,X
26196,F,21,141,142,F
26197,R,53,213,224,F
26198,L,240,44,38,X
26199,L,251,37,48,X
26200,F,321,52,33,F
26201,X,224,61,54,X
26202,F,15,57,61,F
26203,F,16,103,106,F
26204,F,15,43,55,F
26205,F,16,79,83,F
26206,R,79,72,126,F
26207,L,240,55,67,X
26208,L,247,37,72,X
26209,F,29,138,148,F
26210,L,252,66,70,X
26211,R,63,150,126,F
26212,L,248,39,56,X
26213,F,20,67,87,F
26214,R,64,75,81,F
26215,X,225,42,48,X
26216,F,339,92,91,F
26217,R,79,117,224,F
26218,F,43,259,307,F
26219,R,72,76,110,F
26220,F,26,132,126,F
26221,L,249,55,110,X
26222,L,242,105,109,X
26223,L,258,60,83,X
26224,F,19,106,94,F
26225,L,295,39,40,L
26226,L,247,71,115,X
26227,L,223,67,52,X
26228,R,47,300,270,F
26229,F,21,38,43,F
26230,F,19,75,90,F
26231,L,250,67,99,X
26232,F,9,48,49,F
26233,F,22,53,51,F
26234,R,50,269,211,F
26235,F,18,61,60,F
26236,X,224,54,52,X
26237,L,291,140,161,F
26238,L,247,71,104,X
26239,F,27,121,114,F
26240,F,34,119,123,F
26241,F,20,121,132,F
26242,L,282,86,219,F
26243,F,32,142,141,F
26244,F,27,209,203,F
26245,R,59,111,118,F
26246,R,50,153,132,F
26247,R,94,128,167,F
26248,F,32,159,160,F
26249,L,252,51,95,X
26250,F,28,103,128,F
26251,F,23,75,77,F
26252,R,58,140,129,F
26253,R,74,102,188,F
26254,X,225,76,68,X
26255,L,245,84,105,X
26256,R,50,88,90,F
26257,L,250,56,137,X
26258,X,204,42,44,X
26259,R,72,70,135,F
26260,F,26,89,92,F
26261,R,56,105,110,F
26262,R,52,139,153,F
26263,R,72,81,112,F
26264,R,75,70,115,F
26265,X,225,117,104,X
26266,L,232,64,63,X
26267,X,217,78,78,X
26268,L,260,54,112,X
26269,X,216,115,100,X
26270,X,226,98,69,X
26271,F,316,183,169,F
26272,F,43,229,187,F
26273,R,70,123,138,F
26274,R,67,56,72,F
26275,L,261,21,58,F
26276,F,12,90,113,F
26277,X,209,90,91,X
26278,X,223,50,31,X
26279,L,243,75,118,X
26280,R,54,197,197,F
26281,R,94,41,43,F
26282,F,46,194,172,F
26283,R,57,80,93,F
26284,R,45,183,132,X
26285,F,44,355,338,F
26286,R,46,129,126,F
26287,R,76,122,125,F
26288,F,25,98,97,F
26289,L,249,81,106,X
26290,R,73,75,183,X
26291,F,25,127,132,F
26292,F,22,164,150,F
26293,R,57,227,243,F
26294,F,23,106,105,F
26295,L,262,48,104,F
26296,F,17,86,96,F
26297,R,85,109,244,F
26298,R,70,233,258,F
26299,X,205,65,70,X
26300,F,30,123,134,F
26301,R,73,88,202,F
26302,X,215,52,52,X
26303,F,28,110,93,F
26304,X,223,98,88,X
26305,L,261,43,145,F
26306,L,246,59,100,X
26307,X,223,83,68,X
26308,L,246,52,86,X
26309,F,30,228,217,F
26310,R,85,46,119,F
26311,R,54,159,160,F
26312,F,32,250,234,F
26313,L,248,60,98,X
26314,L,243,65,76,X
26315,F,16,124,125,F
26316,R,69,108,128,F
26317,L,251,32,40,X
26318,F,38,171,177,F
26319,X,214,57,46,X
26320,F,14,96,100,F
26321,R,72,106,194,F
26322,X,208,72,75,X
26323,X,223,128,117,X
26324,F,24,103,106,F
26325,R,68,141,177,F
26326,F,37,117,92,F
26327,R,93,52,73,F
26328,L,226,112,81,X
26329,L,255,43,103,X
26330,L,224,99,70,X
26331,R,82,41,127,F
26332,F,27,99,115,F
26333,R,70,58,106,F
26334,R,68,105,131,F
26335,R,78,93,115,F
26336,L,224,154,122,X
26337,F,15,102,99,F
26338,R,66,65,88,F
26339,F,13,65,64,F
26340,R,52,222,201,F
26341,L,252,30,51,X
26342,F,26,202,213,F
26343,F,41,185,229,F
26344,F,36,91,124,F
26345,L,252,53,116,X
26346,F,21,91,91,F
26347,R,50,171,161,F
26348,F,39,119,124,F
26349,R,76,132,178,F
26350,X,213,55,70,X
26351,F,27,122,121,R
26352,X,208,68,65,X
26353,F,22,108,145,F
26354,R,63,67,84,F
26355,X,205,88,83,X
26356,X,206,55,60,X
26357,F,350,35,32,F
26358,F,17,68,80,F
26359,L,224,74,46,X
26360,L,241,42,40,X
26361,F,21,133,136,F
26362,X,195,35,38,X
26363,R,54,113,104,F
26364,F,339,124,133,F
26365,X,209,90,98,X
26366,R,73,54,133,F
26367,L,255,52,90,X
26368,F,37,205,192,F
26369,R,51,210,145,F
26370,L,247,28,40,X
26371,F,34,99,108,F
26372,L,223,111,89,X
26373,F,316,126,147,F
26374,F,42,191,203,F
26375,R,73,92,133,F
26376,F,13,57,54,F
26377,X,214,62,62,X
26378,F,15,53,54,F
26379,F,61,157,199,F
26380,R,61,119,154,F
26381,R,124,81,85,X
26382,L,254,105,153,X
26383,X,229,69,56,X
26384,L,245,84,104,X
26385,L,290,55,81,F
26386,X,219,192,187,X
26387,F,26,158,162,F
26388,L,228,122,92,X
26389,R,46,272,236,F
26390,L,251,29,41,X
26391,R,64,150,117,F
26392,R,85,51,105,F
26393,X,217,65,55,X
26394,X,215,53,45,X
26395,X,206,53,56,X
26396,L,266,30,77,F
26397,F,13,65,64,F
26398,L,243,59,98,X
26399,F,35,139,130,F
26400,R,49,181,169,F
26401,X,204,45,53,X
26402,R,75,71,169,F
26403,R,61,87,97,F
26404,F,22,149,169,F
26405,F,13,45,47,F
26406,R,59,134,177,F
26407,F,47,194,236,F
26408,L,251,38,70,X
26409,L,291,84,139,F
26410,X,207,82,77,X
26411,X,213,77,81,X
26412,L,237,135,125,X
26413,X,205,71,72,X
26414,X,214,57,57,X
26415,R,59,454,381,F
26416,L,245,54,68,X
26417,L,244,57,96,X
26418,X,223,57,57,X
26419,X,225,163,148,X
26420,R,63,150,227,F
26421,R,69,65,90,F
26422,X,214,43,41,X
26423,L,246,109,134,X
26424,L,248,61,76,X
26425,R,67,135,130,F
26426,F,21,61,68,F
26427,X,216,66,59,X
26428,L,260,33,36,L
26429,L,248,51,96,X
26430,L,240,77,89,X
26431,L,302,42,37,F
26432,X,216,60,78,X
26433,X,200,50,51,X
26434,F,21,50,64,F
26435,L,231,106,100,X
26436,X,214,97,101,X
26437,L,283,26,41,F
26438,X,199,51,52,X
26439,L,247,56,116,X
26440,L,257,51,85,X
26441,F,16,115,113,F
26442,F,7,50,52,F
26443,X,227,56,53,X
26444,F,26,134,132,F
26445,L,245,45,54,X
26446,L,253,29,52,X
26447,R,69,43,80,F
26448,R,74,44,107,F
26449,L,244,80,98,X
26450,X,218,112,100,X
26451,L,255,37,74,X
26452,L,245,70,100,X
26453,L,256,82,118,X
26454,L,264,42,56,F
26455,L,246,60,104,X
26456,X,224,73,61,X
26457,R,64,158,180,F
26458,L,244,46,59,X
26459,L,245,58,116,X
26460,F,15,82,93,F
26461,F,27,73,81,F
26462,R,117,94,88,X
26463,L,223,64,44,X
26464,F,39,101,98,F
26465,X,216,100,97,X
26466,F,32,112,111,F
26467,F,15,72,71,F
26468,L,251,42,96,X
26469,R,72,116,148,F
26470,F,25,169,182,F
26471,F,40,143,128,F
26472,R,68,66,103,F
26473,L,239,124,131,X
26474,F,22,71,79,F
26475,R,72,59,71,F
26476,F,16,57,61,F
26477,R,55,197,199,F
26478,X,211,53,49,X
26479,F,26,94,104,F
26480,F,30,114,131,F
26481,R,74,104,171,F
26482,F,14,38,38,F
26483,L,288,54,74,F
26484,R,64,87,168,F
26485,X,213,101,91,X
26486,L,257,21,54,X
26487,R,73,43,87,F
26488,F,10,79,85,F
26489,F,33,90,125,F
26490,R,63,134,198,F
26491,R,44,245,234,F
26492,F,20,145,138,F
26493,R,57,172,157,F
26494,L,247,86,115,X
26495,X,164,40,39,X
26496,R,51,281,285,F
26497,X,201,43,46,X
26498,F,24,160,158,F
26499,X,202,62,67,X
26500,L,241,124,145,X
26501,X,204,54,52,X
26502,X,203,96,105,X
26503,R,62,165,245,F
26504,L,222,88,54,X
26505,X,205,53,55,X
26506,X,230,42,36,X
26507,F,11,61,61,F
26508,X,226,95,74,L
26509,R,82,57,134,F
26510,X,215,87,94,X
26511,R,77,108,199,F
26512,X,199,50,49,X
26513,L,245,57,84,X
26514,L,255,45,79,F
26515,L,228,146,113,X
26516,R,54,107,95,F
26517,L,251,31,56,X
26518,R,125,149,139,X
26519,R,94,69,133,F
26520,L,242,69,98,X
26521,L,268,29,49,F
26522,F,35,49,51,F
26523,X,198,49,51,X
26524,X,211,52,64,X
26525,L,253,51,101,X
26526,R,74,124,260,F
26527,L,284,32,51,F
26528,F,30,192,184,F
26529,L,237,130,106,X
26530,R,46,103,79,F
26531,L,244,129,133,X
26532,F,48,95,102,F
26533,X,211,89,93,X
26534,X,205,35,35,X
26535,L,245,71,109,X
26536,L,259,39,86,X
26537,R,52,62,58,F
26538,F,322,39,33,L
26539,L,249,56,67,X
26540,R,79,72,86,F
26541,X,199,43,51,X
26542,R,59,220,249,F
26543,F,26,72,99,F
26544,F,18,175,184,F
26545,F,18,62,88,F
26546,R,73,50,100,F
26547,L,252,43,59,X
26548,X,227,113,100,X
26549,F,28,171,154,F
26550,L,242,66,70,X
26551,X,212,50,47,X
26552,F,27,93,63,F
26553,F,23,85,86,F
26554,R,75,30,68,F
26555,X,201,43,45,X
26556,F,15,119,142,F
26557,L,225,86,68,X
26558,X,211,51,51,X
26559,X,191,57,54,X
26560,R,79,73,79,F
26561,R,74,61,108,F
26562,R,61,189,223,F
26563,R,47,201,166,F
26564,R,80,82,123,F
26565,R,61,161,160,F
26566,R,63,91,111,F
26567,X,221,81,84,X
26568,R,56,102,107,F
26569,R,53,267,238,F
26570,L,224,101,81,X
26571,R,130,49,34,R
26572,F,26,134,158,F
26573,X,223,129,108,X
26574,R,63,186,227,F
26575,F,35,88,93,F
26576,R,70,82,126,F
26577,F,18,47,47,F
26578,F,24,82,82,F
26579,L,249,51,94,X
26580,L,252,50,81,X
26581,F,12,42,40,F
26582,F,29,92,96,F
26583,R,53,121,111,F
26584,L,255,78,151,X
26585,R,73,163,219,F
26586,L,244,45,55,X
26587,F,20,74,77,F
26588,X,197,84,93,X
26589,R,42,93,116,F
26590,R,51,120,118,F
26591,L,246,78,111,X
26592,X,203,60,58,X
26593,R,78,50,69,F
26594,L,245,84,93,X
26595,F,43,134,122,F
26596,L,241,42,63,X
26597,R,69,110,149,F
26598,R,81,95,155,F
26599,F,43,120,117,F
26600,F,38,195,195,F
26601,X,214,55,57,X
26602,R,70,106,149,F
26603,L,233,84,74,X
26604,R,53,57,38,F
26605,R,68,196,241,F
26606,F,31,121,100,F
26607,L,251,53,93,X
26608,R,68,58,77,F
26609,R,53,42,30,F
26610,R,119,36,37,X
26611,F,9,53,58,F
26612,L,250,44,90,X
26613,F,42,282,261,F
26614,F,46,166,254,F
26615,R,51,211,191,F
26616,F,22,66,71,F
26617,F,8,51,53,F
26618,R,70,59,104,F
26619,F,25,226,224,F
26620,X,223,59,51,X
26621,X,132,61,45,X
26622,X,223,58,47,X
26623,F,335,79,136,L
26624,L,223,64,43,X
26625,F,10,55,50,F
26626,F,341,72,86,F
26627,R,81,56,144,F
26628,F,26,74,74,F
26629,F,20,128,131,F
26630,R,67,113,129,F
26631,F,7,33,33,F
26632,X,226,92,101,X
26633,F,19,105,119,F
26634,X,201,63,64,X
26635,L,256,50,132,X
26636,X,206,52,56,X
26637,X,200,37,39,X
26638,F,23,72,78,F
26639,L,259,50,95,X
26640,F,45,270,283,F
26641,F,27,151,155,F
26642,L,297,185,236,F
26643,F,10,67,72,F
26644,R,67,76,105,F
26645,X,206,84,76,X
26646,R,45,189,147,F
26647,R,95,32,39,R
26648,X,222,99,105,X
26649,L,263,36,67,X
26650,R,76,121,275,F
26651,R,74,49,103,F
26652,L,247,56,89,X
26653,X,221,36,41,X
26654,R,69,74,106,F
26655,R,76,65,117,F
26656,F,35,116,116,F
26657,X,217,66,76,X
26658,R,75,39,45,F
26659,X,196,39,38,X
26660,F,38,39,66,F
26661,X,198,49,50,X
26662,L,243,85,114,X
26663,X,238,230,251,X
26664,F,12,62,57,F
26665,R,50,226,197,F
26666,X,205,74,82,X
26667,F,6,22,65,F
26668,F,19,118,114,F
26669,R,66,123,149,F
26670,R,77,113,157,F
26671,F,21,159,170,F
26672,R,80,42,118,F
26673,R,71,133,190,F
26674,L,248,67,70,X
26675,F,19,51,55,F
26676,L,245,77,115,X
26677,R,60,164,182,F
26678,L,299,97,124,F
26679,F,24,121,127,F
26680,R,55,152,163,F
26681,F,32,96,81,F
26682,F,16,91,91,F
26683,R,67,63,91,F
26684,X,218,87,96,X
26685,L,250,31,51,X
26686,R,59,188,216,F
26687,F,23,63,66,F
26688,F,47,105,115,F
26689,R,47,48,32,F
26690,F,11,41,42,F
26691,X,206,42,66,X
26692,F,33,157,187,F
26693,X,223,58,65,X
26694,L,235,116,121,X
26695,F,13,91,94,F
26696,L,246,32,38,X
26697,X,224,115,105,X
26698,R,45,185,143,F
26699,X,228,73,73,X
26700,F,340,81,80,F
26701,R,46,213,231,F
26702,F,23,96,124,F
26703,X,208,95,93,X
26704,L,330,308,226,F
26705,X,223,107,98,X
26706,L,246,45,65,X
26707,F,20,34,37,F
26708,F,18,101,104,F
26709,F,36,122,126,F
26710,R,69,198,318,F
26711,R,47,295,221,F
26712,F,45,322,347,F
26713,F,24,74,69,F
26714,F,25,104,109,F
26715,F,17,48,52,F
26716,X,241,56,48,X
26717,R,54,188,145,F
26718,F,22,117,120,F
26719,F,37,128,117,F
26720,F,28,186,182,F
26721,L,239,123,126,X
26722,F,25,78,95,F
26723,F,40,141,113,F
26724,F,333,113,124,F
26725,R,85,37,40,R
26726,L,301,38,47,L
26727,R,66,66,86,F
26728,R,64,151,194,F
26729,F,27,113,113,F
26730,F,42,168,172,F
26731,R,53,179,178,F
26732,X,209,41,58,X
26733,F,14,56,66,F
26734,R,78,55,128,F
26735,F,28,95,133,F
26736,L,242,77,98,X
26737,F,22,106,94,F
26738,X,217,49,43,X
26739,F,30,216,230,F
26740,R,71,109,158,F
26741,R,69,136,166,F
26742,R,65,105,143,F
26743,X,215,118,111,X
26744,R,102,38,39,R
26745,X,211,45,41,X
26746,L,240,83,114,X
26747,F,26,57,60,F
26748,L,249,98,115,X
26749,X,210,74,94,X
26750,L,241,102,109,X
26751,R,79,59,174,F
26752,X,208,115,120,X
26753,R,54,186,232,F
26754,R,49,168,138,F
26755,L,244,41,47,X
26756,R,68,76,106,F
26757,X,196,42,40,X
26758,X,240,82,87,X
26759,F,23,117,99,F
26760,L,244,75,96,X
26761,R,53,261,220,F
26762,L,240,87,85,X
26763,F,29,130,133,F
26764,R,55,72,83,F
26765,R,68,52,84,F
26766,L,254,43,62,X
26767,X,203,68,62,X
26768,X,199,48,45,X
26769,X,222,72,64,X
26770,X,215,38,34,X
26771,F,34,227,223,F
26772,L,231,93,102,X
26773,R,49,115,101,F
26774,L,228,155,101,X
26775,F,26,67,76,F
26776,L,251,34,67,X
26777,F,31,132,145,F
26778,F,20,131,136,F
26779,L,230,91,90,X
26780,F,14,142,143,F
26781,F,48,106,166,F
26782,F,34,187,169,F
26783,R,64,158,168,F
26784,R,57,160,156,F
26785,X,220,58,52,X
26786,X,217,93,89,X
26787,L,257,63,133,X
26788,L,245,43,50,X
26789,F,13,55,58,F
26790,X,217,82,79,X
26791,L,232,101,101,X
26792,F,26,121,120,F
26793,R,69,110,206,F
26794,F,31,114,106,F
26795,L,245,46,51,X
26796,R,92,62,74,R
26797,F,321,39,25,F
26798,R,55,162,137,F
26799,L,237,47,55,X
26800,F,19,73,75,F
26801,X,222,97,86,X
26802,R,42,103,104,F
26803,L,240,83,106,X
26804,X,204,43,47,X
26805,R,76,171,190,F
26806,X,217,51,61,X
26807,L,251,166,147,X
26808,F,29,165,172,F
26809,L,281,55,66,L
26810,L,244,76,100,X
26811,X,219,57,47,X
26812,R,74,60,113,F
26813,L,251,34,59,X
26814,R,50,184,194,F
26815,F,25,83,97,F
26816,L,237,107,124,X
26817,R,73,55,104,F
26818,R,54,188,142,F
26819,F,35,143,152,F
26820,L,248,40,63,X
26821,X,216,84,84,X
26822,R,51,167,151,F
26823,L,256,101,130,X
26824,F,47,203,219,F
26825,R,65,106,148,F
26826,R,65,52,72,F
26827,R,75,84,162,F
26828,F,28,232,231,F
26829,R,55,104,106,F
26830,R,50,175,146,F
26831,F,16,44,49,F
26832,R,50,159,169,F
26833,L,278,39,49,L
26834,R,47,288,211,F
26835,R,74,61,120,F
26836,F,26,148,143,F
26837,F,23,133,121,F
26838,L,247,49,79,X
26839,L,223,48,33,X
26840,R,59,165,181,F
26841,X,209,54,53,X
26842,L,234,56,48,X
26843,L,270,49,53,L
26844,L,244,43,47,X
26845,X,223,104,90,X
26846,L,259,37,107,X
26847,L,247,60,70,X
26848,X,226,111,95,X
26849,L,250,58,116,X
26850,F,19,37,71,F
26851,L,251,47,84,X
26852,X,197,66,72,X
26853,R,67,86,145,F
26854,X,225,154,151,X
26855,X,196,47,51,X
26856,F,17,123,117,F
26857,X,192,37,44,X
26858,F,32,193,214,F
26859,R,62,98,99,F
26860,F,25,100,117,F
26861,X,213,163,185,X
26862,X,159,38,37,X
26863,L,246,68,79,X
26864,X,221,88,90,X
26865,R,69,111,167,F
26866,F,38,189,145,F
26867,R,45,137,113,F
26868,R,63,119,157,F
26869,R,64,167,195,F
26870,X,219,69,71,X
26871,F,38,123,116,F
26872,F,353,31,42,F
26873,F,31,126,109,F
26874,L,279,75,87,F
26875,F,35,114,111,F
26876,L,240,88,89,X
26877,F,16,103,94,F
26878,L,248,62,79,X
26879,X,203,39,40,X
26880,F,24,88,105,F
26881,F,36,113,126,F
26882,F,25,110,116,F
26883,R,60,69,75,F
26884,L,259,28,79,X
26885,X,202,45,52,X
26886,F,38,210,237,F
26887,R,72,116,155,F
26888,R,78,75,143,F
26889,F,25,88,99,F
26890,R,73,232,287,F
26891,R,71,138,181,F
26892,R,66,156,169,F
26893,F,19,90,80,F
26894,X,222,91,80,X
26895,L,252,40,84,X
26896,X,198,47,52,X
26897,X,208,77,79,X
26898,F,47,173,209,F
26899,L,294,66,103,F
26900,L,248,39,39,L
26901,X,217,69,53,X
26902,L,244,51,64,X
26903,L,252,47,69,X
26904,X,208,36,44,X
26905,F,22,80,84,F
26906,X,212,71,83,X
26907,F,27,124,121,F
26908,L,233,59,46,F
26909,F,36,36,29,F
26910,L,288,46,46,L
26911,F,22,94,102,F
26912,R,86,35,40,R
26913,L,251,47,61,X
26914,R,50,101,103,F
26915,X,221,101,90,X
26916,L,252,70,137,X
26917,R,45,246,201,F
26918,L,237,83,81,X
26919,R,64,72,117,F
26920,X,206,43,41,X
26921,R,74,31,66,F
26922,R,55,158,165,F
26923,X,204,79,69,X
26924,F,17,91,86,F
26925,R,68,131,180,F
26926,F,25,101,100,F
26927,X,195,46,45,X
26928,X,219,59,68,X
26929,X,215,75,83,X
26930,F,18,110,119,F
26931,L,268,33,101,F
26932,L,261,33,90,X
26933,R,78,48,101,F
26934,F,46,211,184,F
26935,X,212,51,39,X
26936,L,240,55,68,X
26937,R,68,82,139,F
26938,X,211,122,104,X
26939,F,11,30,36,F
26940,R,64,190,195,F
26941,L,288,68,167,F
26942,L,227,87,69,X
26943,F,25,116,110,F
26944,F,23,67,76,F
26945,X,201,28,39,X
26946,L,234,62,73,X
26947,X,208,81,86,X
26948,X,211,61,63,X
26949,X,204,58,61,X
26950,L,246,109,135,X
26951,L,254,34,55,X
26952,R,51,237,171,F
26953,R,45,201,169,F
26954,R,53,101,100,F
26955,L,236,66,62,F
26956,X,241,103,92,X
26957,R,43,176,147,F
26958,X,219,121,115,X
26959,X,209,73,87,X
26960,R,72,60,120,F
26961,F,20,156,159,F
26962,R,73,103,180,F
26963,R,73,66,101,F
26964,R,111,144,164,R
26965,L,250,57,83,X
26966,F,17,57,62,F
26967,F,26,158,117,F
26968,L,225,167,122,X
26969,F,31,104,115,F
26970,L,223,59,42,X
26971,L,250,39,61,X
26972,X,208,62,63,X
26973,L,243,106,125,X
26974,R,73,58,100,F
26975,L,237,64,56,X
26976,R,71,43,57,F
26977,X,216,40,38,X
26978,R,60,98,109,F
26979,L,278,56,57,L
26980,L,262,37,43,L
26981,L,248,54,84,X
26982,X,211,108,96,X
26983,F,22,77,71,F
26984,F,16,126,128,F
26985,R,80,81,138,F
26986,R,49,213,185,F
26987,R,79,43,121,F
26988,F,19,77,82,F
26989,F,321,72,68,F
26990,R,68,61,107,F
26991,R,60,96,111,F
26992,L,277,35,40,L
26993,F,24,57,61,F
26994,L,261,31,86,F
26995,R,71,78,117,F
26996,L,244,142,130,X
26997,R,65,59,88,F
26998,X,222,53,40,X
26999,X,219,104,98,X
27000,L,250,49,123,X
27001,F,32,111,114,F
27002,X,160,142,164,X
27003,X,198,38,39,X
27004,F,343,54,67,F
27005,L,248,72,105,X
27006,F,13,140,114,F
27007,F,23,105,108,F
27008,X,222,62,60,X
27009,R,85,48,51,F
27010,R,79,79,138,F
27011,X,197,65,65,X
27012,X,214,94,89,X
27013,F,28,228,194,F
27014,R,75,59,143,F
27015,F,21,64,61,F
27016,L,234,46,40,X
27017,F,34,170,197,F
27018,X,201,42,35,X
27019,X,210,59,49,X
27020,R,55,126,139,F
27021,X,211,77,80,X
27022,F,33,156,152,F
27023,R,48,105,92,F
27024,R,70,103,161,F
27025,F,45,191,173,F
27026,R,44,106,88,F
27027,L,246,56,84,X
27028,F,44,195,173,F
27029,X,200,68,70,X
27030,L,252,30,79,X
27031,R,55,127,129,F
27032,L,243,63,85,X
27033,F,31,166,162,F
27034,X,209,35,53,X
27035,R,44,190,161,F
27036,R,67,73,126,F
27037,F,42,166,197,F
27038,F,17,101,113,F
27039,F,25,168,168,F
27040,R,111,39,59,X
27041,X,227,70,93,X
27042,R,53,108,119,F
27043,F,40,159,153,F
27044,R,51,130,109,F
27045,R,71,97,90,F
27046,F,14,70,62,F
27047,L,246,64,102,X
27048,L,315,154,137,F
27049,L,240,99,95,X
27050,R,87,74,115,F
27051,F,44,236,262,F
27052,L,230,95,87,X
27053,R,103,32,37,X
27054,R,68,248,364,F
27055,F,24,99,114,F
27056,L,240,38,41,X
27057,X,206,49,46,X
27058,X,209,83,77,X
27059,R,65,80,133,F
27060,L,224,71,53,X
27061,R,54,143,95,F
27062,X,200,64,67,X
27063,L,254,47,51,X
27064,L,262,41,90,F
27065,X,198,57,57,X
27066,L,243,64,95,X
27067,F,38,109,117,F
27068,F,22,100,98,F
27069,F,34,129,114,F
27070,F,20,51,51,F
27071,L,234,100,93,X
27072,R,60,206,179,F
27073,F,15,77,74,F
27074,F,11,51,59,F
27075,X,212,46,40,X
27076,X,212,36,33,X
27077,L,240,110,114,X
27078,R,86,30,36,F
27079,F,35,95,83,F
27080,X,213,67,77,X
27081,R,63,124,194,F
27082,F,14,73,73,F
27083,R,64,104,111,F
27084,L,284,75,75,F
27085,X,223,38,34,X
27086,L,282,38,33,L
27087,F,41,270,258,F
27088,X,218,139,121,X
27089,L,243,95,128,X
27090,R,56,68,142,F
27091,F,24,116,114,F
27092,R,67,85,162,F
27093,X,201,43,46,X
27094,F,29,158,145,F
27095,X,214,72,73,X
27096,F,23,132,126,F
27097,X,205,46,42,X
27098,F,65,97,95,F
27099,R,61,143,203,F
27100,R,62,65,88,F
27101,R,98,40,36,R
27102,L,239,68,73,X
27103,R,99,55,60,X
27104,F,13,112,117,F
27105,X,213,84,85,X
27106,L,269,30,38,L
27107,L,249,59,114,X
27108,X,225,90,90,X
27109,F,30,124,127,F
27110,R,51,152,138,F
27111,L,244,57,71,X
27112,R,72,54,91,F
27113,L,307,46,42,F
27114,R,74,137,282,F
27115,F,31,148,240,F
27116,F,40,367,320,F
27117,R,72,73,190,X
27118,L,246,64,95,X
27119,F,16,102,106,F
27120,L,241,70,78,X
27121,L,277,35,73,X
27122,R,70,52,82,F
27123,L,252,27,51,X
27124,X,226,86,123,X
27125,F,15,62,62,F
27126,F,23,122,128,F
27127,L,234,66,81,X
27128,R,127,52,39,R
27129,R,68,112,219,F
27130,R,66,114,211,F
27131,R,85,74,197,F
27132,R,74,95,152,F
27133,F,18,72,81,F
27134,R,78,110,229,F
27135,F,28,101,104,F
27136,X,203,94,94,X
27137,R,75,107,201,F
27138,R,70,51,51,R
27139,R,125,170,186,X
27140,X,218,59,45,X
27141,L,264,34,73,F
27142,L,233,96,98,X
27143,L,260,40,89,X
27144,L,229,88,68,X
27145,L,255,54,87,X
27146,F,18,95,93,F
27147,L,242,46,56,X
27148,L,248,93,113,X
27149,L,243,73,73,X
27150,L,238,149,143,X
27151,F,16,69,77,F
27152,R,69,104,138,F
27153,L,226,136,117,X
27154,R,47,106,84,F
27155,X,132,57,62,R
27156,L,243,37,80,X
27157,L,253,37,57,X
27158,R,44,203,145,F
27159,L,231,129,100,X
27160,F,33,175,193,F
27161,L,244,36,43,X
27162,L,244,89,100,X
27163,F,21,80,96,F
27164,F,21,57,65,F
27165,L,253,27,57,X
27166,L,248,33,46,X
27167,R,67,115,124,F
27168,L,240,80,117,F
27169,F,12,54,66,F
27170,L,254,29,57,X
27171,F,18,80,87,F
27172,F,24,60,59,F
27173,R,56,150,119,F
27174,L,260,57,127,X
27175,X,229,58,67,X
27176,X,199,47,66,X
27177,R,74,86,149,F
27178,F,15,43,47,F
27179,L,239,87,104,X
27180,R,57,251,250,F
27181,L,246,61,79,X
27182,F,27,97,93,F
27183,R,64,89,133,F
27184,F,27,105,95,F
27185,L,242,50,64,L
27186,R,50,158,132,F
27187,R,68,111,247,F
27188,X,228,120,94,X
27189,L,239,187,173,X
27190,R,76,66,128,F
27191,L,251,66,130,X
27192,L,267,33,101,X
27193,R,74,200,265,F
27194,X,196,38,43,X
27195,R,68,105,120,F
27196,F,25,101,104,F
27197,F,15,155,149,F
27198,F,19,90,109,F
27199,X,228,138,134,X
27200,R,62,109,127,F
27201,R,46,163,130,F
27202,F,17,49,45,F
27203,L,226,93,75,X
27204,X,218,87,85,X
27205,X,151,41,39,X
27206,L,319,117,156,F
27207,R,75,92,169,F
27208,F,29,102,120,F
